Откуда;Куда;День;Поставщик;Стоимость
ARH;PEE;2;47;5893
ARH;PEE;2;47;8593
ARH;PEE;2;47;8593
ARH;PEE;2;47;9023
PEE;MCX;3;36;6333
PEE;MCX;3;47;6901
PEE;MCX;3;47;6901
PEE;MCX;3;47;6901
PEE;MCX;3;47;6901
PEE;MCX;6;36;5126
PEE;MCX;6;36;6126
PEE;MCX;6;47;6901
PEE;MCX;6;47;6901
PEE;MCX;6;47;6901
PEE;MCX;4;36;6806
PEE;MCX;4;47;6901
PEE;MCX;4;47;6901
PEE;MCX;4;47;6901
PEE;MCX;4;47;6901
PEE;MCX;1;36;5234
PEE;MCX;1;36;6233
PEE;MCX;1;47;6901
PEE;MCX;1;47;6901
PEE;MCX;1;47;6901
PEE;MCX;7;36;5234
PEE;MCX;7;36;6233
PEE;MCX;7;47;6901
PEE;MCX;7;47;6901
PEE;MCX;7;47;6901
PEE;MCX;2;36;5234
PEE;MCX;2;36;6199
PEE;MCX;2;47;6901
PEE;MCX;2;47;6901
PEE;MCX;2;47;6901
PEE;MCX;5;36;5234
PEE;MCX;5;36;6199
PEE;MCX;5;47;6901
PEE;MCX;5;47;6901
PEE;MCX;5;47;7276
KUL;CEB;6;3;23690
KUL;CEB;6;3;23690
KUL;CEB;6;3;23690
KUL;CEB;6;3;23980
KUL;CEB;6;3;24840
KUL;CEB;7;3;23960
KUL;CEB;7;3;24120
KUL;CEB;7;3;24120
KUL;CEB;7;3;25120
KUL;CEB;7;3;25280
KUL;CEB;2;3;18360
KUL;CEB;2;3;18540
KUL;CEB;2;3;18540
KUL;CEB;2;3;18540
KUL;CEB;2;3;19610
KUL;CEB;5;3;23880
KUL;CEB;5;3;24450
KUL;CEB;5;3;24450
KUL;CEB;5;3;24450
KUL;CEB;5;3;25040
ASF;PAR;3;47;18765
ASF;PAR;3;47;18765
ASF;PAR;3;47;23775
ASF;PAR;3;47;23775
ASF;PAR;3;3;44190
ASF;PAR;6;47;18765
ASF;PAR;6;47;23775
ASF;PAR;6;3;38720
ASF;PAR;6;3;39320
ASF;PAR;6;3;41330
ASF;PAR;4;47;18765
ASF;PAR;4;47;23775
ASF;PAR;4;3;42000
ASF;PAR;4;3;43140
ASF;PAR;4;3;44280
ASF;PAR;7;47;18765
ASF;PAR;7;47;18765
ASF;PAR;7;47;23775
ASF;PAR;7;47;23775
ASF;PAR;7;3;44690
ASF;PAR;1;47;18765
ASF;PAR;1;47;23775
ASF;PAR;1;3;44690
ASF;PAR;1;3;46070
ASF;PAR;1;3;46460
ASF;PAR;2;3;41510
ASF;PAR;2;3;44290
ASF;PAR;2;3;58010
ASF;PAR;2;3;60020
ASF;PAR;2;3;124980
ASF;PAR;5;3;44690
ASF;PAR;5;3;46070
ASF;PAR;5;3;46460
ASF;PAR;5;3;46590
ASF;PAR;5;3;49580
LIS;HEL;3;3;65860
LIS;HEL;3;3;68930
LIS;HEL;3;3;73550
LIS;HEL;3;3;73550
LIS;HEL;3;3;97260
LIS;HEL;6;3;15262
LIS;HEL;6;3;17052
LIS;HEL;6;3;17947
LIS;HEL;6;3;19737
LIS;HEL;6;3;22675
LIS;HEL;4;3;13647
LIS;HEL;4;3;15262
LIS;HEL;4;3;16332
LIS;HEL;4;3;17947
LIS;HEL;4;3;24880
LIS;HEL;1;3;13647
LIS;HEL;1;3;13647
LIS;HEL;1;3;16332
LIS;HEL;1;3;16332
LIS;HEL;1;3;23290
LIS;HEL;7;3;13647
LIS;HEL;7;3;13647
LIS;HEL;7;3;16332
LIS;HEL;7;3;16332
LIS;HEL;7;3;17910
LIS;HEL;2;3;13720
LIS;HEL;2;3;16332
LIS;HEL;2;3;29230
LIS;HEL;2;3;32900
LIS;HEL;2;3;50990
LIS;HEL;5;3;13647
LIS;HEL;5;3;16332
LIS;HEL;5;3;17052
LIS;HEL;5;3;19737
LIS;HEL;5;3;21250
TLV;AMM;3;3;27300
TLV;AMM;3;3;27300
TLV;AMM;3;3;27300
TLV;AMM;3;3;27940
TLV;AMM;3;3;27940
TLV;AMM;6;3;27300
TLV;AMM;6;3;29010
TLV;AMM;6;3;29010
TLV;AMM;6;3;39160
TLV;AMM;4;3;27380
TLV;AMM;4;3;27380
TLV;AMM;4;3;27790
TLV;AMM;4;3;28050
TLV;AMM;4;3;28050
TLV;AMM;1;3;27300
TLV;AMM;1;3;27300
TLV;AMM;1;3;27300
TLV;AMM;1;3;27300
TLV;AMM;1;3;27330
TLV;AMM;7;3;27160
TLV;AMM;7;3;27160
TLV;AMM;7;3;27160
TLV;AMM;7;3;27980
TLV;AMM;7;3;27980
TLV;AMM;5;3;21980
TLV;AMM;5;3;21980
TLV;AMM;5;3;26720
TLV;AMM;5;3;26720
TLV;AMM;5;3;26720
TLV;AMM;2;3;22100
TLV;AMM;2;3;22450
TLV;AMM;2;3;22450
TLV;AMM;2;3;22450
TLV;AMM;2;3;22450
PAR;BUE;3;3;39610
PAR;BUE;3;3;49220
PAR;BUE;3;3;49320
PAR;BUE;3;3;49320
PAR;BUE;3;3;52410
PAR;BUE;6;3;32830
PAR;BUE;6;3;32830
PAR;BUE;6;3;37740
PAR;BUE;6;3;37740
PAR;BUE;6;3;49320
PAR;BUE;4;3;24220
PAR;BUE;4;3;24220
PAR;BUE;4;3;28100
PAR;BUE;4;3;28100
PAR;BUE;4;3;28100
PAR;BUE;7;3;32830
PAR;BUE;7;3;32830
PAR;BUE;7;3;37740
PAR;BUE;7;3;37740
PAR;BUE;7;3;39490
PAR;BUE;1;3;52600
PAR;BUE;1;3;57430
PAR;BUE;1;3;57430
PAR;BUE;1;3;59140
PAR;BUE;1;3;63040
PAR;BUE;5;3;41710
PAR;BUE;5;3;51320
PAR;BUE;5;3;52410
PAR;BUE;5;3;52410
PAR;BUE;5;3;52410
PAR;BUE;2;3;34660
PAR;BUE;2;3;35770
PAR;BUE;2;3;37770
PAR;BUE;2;3;37870
PAR;BUE;2;3;62130
GZP;KRR;3;3;11490
GZP;KRR;4;3;115050
GZP;KRR;4;3;115050
GZP;KRR;4;3;115050
GZP;KRR;6;3;116870
GZP;KRR;6;3;116870
GZP;KRR;6;3;116870
GZP;KRR;1;11;9660
GZP;KRR;1;3;11240
GZP;KRR;1;3;11240
GZP;KRR;1;3;115220
GZP;KRR;1;3;115220
GZP;KRR;7;3;123140
GZP;KRR;5;3;8860
GZP;KRR;5;3;10220
GZP;KRR;5;3;10220
GZP;KRR;5;3;116720
GZP;KRR;5;3;116720
GZP;KRR;2;3;212590
RTM;PAR;3;3;37300
RTM;PAR;3;3;37300
RTM;PAR;4;3;35750
RTM;PAR;7;3;37690
RTM;PAR;5;3;119310
RTM;PAR;5;3;119310
RTM;PAR;5;3;119310
RTM;PAR;5;3;119310
RTM;PAR;5;3;154290
RTM;PAR;2;3;119310
RTM;PAR;2;3;119310
RTM;PAR;2;3;154290
RTM;PAR;2;3;154290
IEV;GOT;3;3;13888
IEV;GOT;3;3;16333
IEV;GOT;3;3;17050
IEV;GOT;3;3;23363
IEV;GOT;3;3;25070
IEV;GOT;6;3;13888
IEV;GOT;6;3;15518
IEV;GOT;6;3;15518
IEV;GOT;6;3;16333
IEV;GOT;6;3;17958
IEV;GOT;4;3;12408
IEV;GOT;4;3;12408
IEV;GOT;4;3;14853
IEV;GOT;4;3;14853
IEV;GOT;4;3;18580
IEV;GOT;7;3;15518
IEV;GOT;7;3;15518
IEV;GOT;7;3;17220
IEV;GOT;7;3;17220
IEV;GOT;7;3;17958
IEV;GOT;1;3;13888
IEV;GOT;1;3;13888
IEV;GOT;1;3;13888
IEV;GOT;1;3;15736
IEV;GOT;1;3;16333
IEV;GOT;5;3;12331
IEV;GOT;5;3;12408
IEV;GOT;5;3;12408
IEV;GOT;5;3;14853
IEV;GOT;5;3;14853
IEV;GOT;2;3;12408
IEV;GOT;2;3;12408
IEV;GOT;2;3;13888
IEV;GOT;2;3;13888
IEV;GOT;2;3;14853
KJA;OSW;3;47;11853
KJA;OSW;3;47;11853
KJA;OSW;3;47;15703
KJA;OSW;3;47;15703
KJA;OSW;6;47;11853
KJA;OSW;6;47;11853
KJA;OSW;6;47;15703
KJA;OSW;6;47;15703
KJA;OSW;4;47;11853
KJA;OSW;4;47;11853
KJA;OSW;4;47;15703
KJA;OSW;4;47;15703
KJA;OSW;7;47;12600
KJA;OSW;7;47;17300
KJA;OSW;7;47;17760
KJA;OSW;1;47;11853
KJA;OSW;1;47;11853
KJA;OSW;1;47;15353
KJA;OSW;1;47;15353
KJA;OSW;2;47;11853
KJA;OSW;2;47;11853
KJA;OSW;2;47;15703
KJA;OSW;2;47;15703
KJA;OSW;5;47;11853
KJA;OSW;5;47;11853
KJA;OSW;5;47;15703
KJA;OSW;5;47;15703
IKT;BOM;3;3;94020
IKT;BOM;3;3;94020
IKT;BOM;3;3;94020
IKT;BOM;3;3;124210
IKT;BOM;3;3;124210
IKT;BOM;4;3;96930
IKT;BOM;4;3;97190
IKT;BOM;4;3;120370
IKT;BOM;4;3;120370
IKT;BOM;4;3;120380
IKT;BOM;6;3;94580
IKT;BOM;6;3;94580
IKT;BOM;6;3;94840
IKT;BOM;6;3;94840
IKT;BOM;6;3;99120
IKT;BOM;1;3;93180
IKT;BOM;1;3;93180
IKT;BOM;1;3;97720
IKT;BOM;1;3;120890
IKT;BOM;1;3;120890
IKT;BOM;7;3;129430
IKT;BOM;7;3;129440
IKT;BOM;7;3;250740
IKT;BOM;7;3;250740
IKT;BOM;5;3;94580
IKT;BOM;5;3;122560
IKT;BOM;5;3;122560
IKT;BOM;5;3;131090
IKT;BOM;5;3;209850
IKT;BOM;2;3;128910
IKT;BOM;2;3;128920
IKT;BOM;2;3;250220
IKT;BOM;2;3;250220
LED;TZX;3;3;17390
LED;TZX;3;3;17400
LED;TZX;3;3;17400
LED;TZX;3;3;17400
LED;TZX;3;3;17400
LED;TZX;4;3;27580
LED;TZX;4;3;27580
LED;TZX;4;3;27580
LED;TZX;4;3;27580
LED;TZX;4;3;27580
LED;TZX;6;3;18130
LED;TZX;6;3;18560
LED;TZX;6;3;18560
LED;TZX;6;3;18560
LED;TZX;6;3;18560
LED;TZX;1;3;17390
LED;TZX;1;3;17400
LED;TZX;1;3;17400
LED;TZX;1;3;17400
LED;TZX;1;3;17400
LED;TZX;7;3;17390
LED;TZX;7;3;17400
LED;TZX;7;3;17400
LED;TZX;7;3;17500
LED;TZX;7;3;17500
LED;TZX;5;3;28030
LED;TZX;5;3;28030
LED;TZX;5;3;28030
LED;TZX;5;3;28030
LED;TZX;5;3;28030
LED;TZX;2;3;17390
LED;TZX;2;3;17400
LED;TZX;2;3;17400
LED;TZX;2;3;17400
LED;TZX;2;3;17400
KTW;ODS;3;3;19360
KTW;ODS;3;3;34390
KTW;ODS;4;3;12200
KTW;ODS;4;3;13230
KTW;ODS;6;3;12420
KTW;ODS;6;3;13390
KTW;ODS;6;3;17670
KTW;ODS;6;3;33970
KTW;ODS;1;3;8130
KTW;ODS;1;3;9150
KTW;ODS;1;3;12200
KTW;ODS;1;3;13230
KTW;ODS;7;3;17950
KTW;ODS;7;3;33470
KTW;ODS;2;3;11830
KTW;ODS;2;3;12830
KTW;ODS;5;3;21340
KTW;ODS;5;3;34620
MUC;GOJ;3;3;37730
MUC;GOJ;3;3;41680
MUC;GOJ;3;3;43160
MUC;GOJ;3;3;43160
MUC;GOJ;3;3;49420
MUC;GOJ;4;3;112850
MUC;GOJ;6;3;112850
MUC;GOJ;6;3;112850
MUC;GOJ;6;3;112850
MUC;GOJ;7;3;26116
MUC;GOJ;7;3;26116
MUC;GOJ;7;3;28940
MUC;GOJ;7;3;28940
MUC;GOJ;7;3;40180
MUC;GOJ;1;3;55310
MUC;GOJ;1;3;56610
MUC;GOJ;1;3;60340
MUC;GOJ;1;3;62530
MUC;GOJ;1;3;62530
MUC;GOJ;2;3;24236
MUC;GOJ;2;3;27110
MUC;GOJ;2;3;40180
MUC;GOJ;2;3;40180
MUC;GOJ;2;3;43660
MUC;GOJ;5;3;90860
MUC;GOJ;5;3;90860
MUC;GOJ;5;3;269190
AYT;MCX;3;47;16656
AYT;MCX;3;47;16656
AYT;MCX;3;47;21616
AYT;MCX;3;47;21616
AYT;MCX;3;3;39970
AYT;MCX;4;36;10040
AYT;MCX;4;36;13800
AYT;MCX;4;47;16656
AYT;MCX;4;47;16656
AYT;MCX;4;47;21616
AYT;MCX;6;36;10020
AYT;MCX;6;36;13750
AYT;MCX;6;3;41370
AYT;MCX;6;3;41370
AYT;MCX;6;3;43280
AYT;MCX;7;36;10020
AYT;MCX;7;36;14240
AYT;MCX;1;47;16656
AYT;MCX;1;47;16656
AYT;MCX;1;47;21616
AYT;MCX;1;47;21616
AYT;MCX;1;3;39970
AYT;MCX;5;36;9970
AYT;MCX;5;36;14300
AYT;MCX;2;36;10040
AYT;MCX;2;36;13800
AYT;MCX;2;3;37530
AYT;MCX;2;3;39970
AYT;MCX;2;3;39970
LON;ATH;3;3;10870
LON;ATH;3;3;12389
LON;ATH;3;3;12389
LON;ATH;3;3;13999
LON;ATH;3;3;14904
LON;ATH;4;3;24395
LON;ATH;4;3;24505
LON;ATH;4;3;51860
LON;ATH;4;3;60010
LON;ATH;4;3;62830
LON;ATH;6;3;9930
LON;ATH;6;3;13770
LON;ATH;6;3;15757
LON;ATH;6;3;15996
LON;ATH;6;3;18772
LON;ATH;1;3;10680
LON;ATH;1;3;12389
LON;ATH;1;3;12389
LON;ATH;1;3;14904
LON;ATH;1;3;14904
LON;ATH;7;3;18690
LON;ATH;7;3;21580
LON;ATH;7;3;37120
LON;ATH;7;3;40520
LON;ATH;7;3;41360
LON;ATH;2;3;19916
LON;ATH;2;3;59790
LON;ATH;2;3;69930
LON;ATH;2;3;87740
LON;ATH;2;3;89340
LON;ATH;5;3;12440
LON;ATH;5;3;15480
LON;ATH;5;3;21226
LON;ATH;5;3;22631
LON;ATH;5;3;24541
RMI;SVX;6;45;15390
RMI;SVX;6;45;15390
RMI;SVX;6;45;15390
RMI;SVX;6;45;15390
RMI;SVX;6;45;19670
TZX;IST;3;11;2840
TZX;IST;3;11;2840
TZX;IST;3;11;2840
TZX;IST;3;11;2890
TZX;IST;3;11;2890
TZX;IST;6;11;2580
TZX;IST;6;11;2620
TZX;IST;6;11;2620
TZX;IST;6;11;2620
TZX;IST;6;11;2780
TZX;IST;4;11;3110
TZX;IST;4;11;3110
TZX;IST;4;11;3370
TZX;IST;4;11;3370
TZX;IST;4;11;3540
TZX;IST;1;11;2620
TZX;IST;1;11;2620
TZX;IST;1;11;2740
TZX;IST;1;11;2740
TZX;IST;1;11;2740
TZX;IST;7;3;22360
TZX;IST;7;3;22360
TZX;IST;7;3;22360
TZX;IST;7;3;22360
TZX;IST;7;3;22360
TZX;IST;5;11;2740
TZX;IST;5;11;2740
TZX;IST;5;11;2860
TZX;IST;5;11;2860
TZX;IST;5;11;2860
TZX;IST;2;11;2570
TZX;IST;2;11;2570
TZX;IST;2;11;2570
TZX;IST;2;11;2990
TZX;IST;2;11;2990
TLV;CLJ;3;3;62890
TLV;CLJ;3;3;63520
TLV;CLJ;3;3;101090
TLV;CLJ;3;3;101710
TLV;CLJ;3;3;123040
TLV;CLJ;4;3;8610
TLV;CLJ;4;3;9230
TLV;CLJ;4;3;13580
TLV;CLJ;4;3;13580
TLV;CLJ;4;3;22410
TLV;CLJ;6;3;20260
TLV;CLJ;6;3;232970
TLV;CLJ;1;3;8540
TLV;CLJ;1;3;9170
TLV;CLJ;1;3;232970
TLV;CLJ;1;3;233590
TLV;CLJ;7;3;15020
TLV;CLJ;7;3;33710
TLV;CLJ;7;3;33860
TLV;CLJ;7;3;34350
TLV;CLJ;7;3;37790
TLV;CLJ;5;3;60160
TLV;CLJ;5;3;75500
TLV;CLJ;5;3;99360
TLV;CLJ;5;3;99360
TLV;CLJ;5;3;159650
TLV;CLJ;2;3;42700
TLV;CLJ;2;3;48180
TLV;CLJ;2;3;49260
TLV;CLJ;2;3;54730
NUX;KVX;3;46;14335
NUX;KVX;3;46;18460
NUX;KVX;6;46;16160
NUX;KVX;6;46;19320
NUX;KVX;4;46;15860
NUX;KVX;4;46;15860
NUX;KVX;4;46;19160
NUX;KVX;4;46;19160
NUX;KVX;7;46;14835
NUX;KVX;7;46;19060
NUX;KVX;1;46;20660
NUX;KVX;1;46;25740
NUX;KVX;2;46;28650
NUX;KVX;2;46;35070
MOW;PPT;6;3;382600
MOW;PPT;6;3;452670
MOW;PPT;4;3;356990
MOW;PPT;4;3;459350
MOW;PPT;7;3;442740
MOW;PPT;7;3;490880
MOW;PPT;1;3;348970
MOW;PPT;1;3;436450
MOW;PPT;1;3;706180
MOW;PPT;5;3;348590
MOW;PPT;5;3;348740
MOW;PPT;5;3;433010
MOW;PPT;5;3;697310
MOW;PPT;5;3;697460
MOW;PPT;2;3;444480
MNL;KUL;3;3;11350
MNL;KUL;3;3;11610
MNL;KUL;3;3;12980
MNL;KUL;3;3;30470
MNL;KUL;3;3;32810
MNL;KUL;6;3;19420
MNL;KUL;6;3;20720
MNL;KUL;6;3;34100
MNL;KUL;6;3;36270
MNL;KUL;6;3;103960
MNL;KUL;4;3;92080
MNL;KUL;4;3;94680
MNL;KUL;4;3;103960
MNL;KUL;4;3;162650
MNL;KUL;7;11;10120
MNL;KUL;7;11;11020
MNL;KUL;7;3;11500
MNL;KUL;7;3;12800
MNL;KUL;7;3;30820
MNL;KUL;1;3;18190
MNL;KUL;1;3;86040
MNL;KUL;1;3;95510
MNL;KUL;1;3;95510
MNL;KUL;1;3;204310
MNL;KUL;2;3;10850
MNL;KUL;2;3;12150
MNL;KUL;2;3;41360
MNL;KUL;2;3;43520
MNL;KUL;2;3;103550
MNL;KUL;5;11;10230
MNL;KUL;5;11;10920
MNL;KUL;5;3;18780
MNL;KUL;5;3;19050
MNL;KUL;5;3;20350
GDX;DYR;3;30;10290
SGN;IKT;3;36;59410
SGN;IKT;3;36;59690
SGN;IKT;3;3;65880
SGN;IKT;3;3;66160
SGN;IKT;3;3;66190
SGN;IKT;4;3;70150
SGN;IKT;4;3;74190
SGN;IKT;4;3;74190
SGN;IKT;4;3;78230
SGN;IKT;4;3;82260
SGN;IKT;6;3;320570
SGN;IKT;1;3;64140
SGN;IKT;1;3;64440
SGN;IKT;1;3;64700
SGN;IKT;2;3;67990
SGN;IKT;2;3;72030
SGN;IKT;2;3;72030
SGN;IKT;2;3;76070
SGN;IKT;2;3;95740
TLV;SKD;4;30;43170
TLV;SKD;7;30;41450
TLV;SKD;5;30;41450
EVN;MMK;3;3;53290
EVN;MMK;6;3;411730
EVN;MMK;6;3;411730
EVN;MMK;4;47;22079
EVN;MMK;4;47;22079
EVN;MMK;4;47;22079
EVN;MMK;4;47;22079
EVN;MMK;4;47;25569
EVN;MMK;7;47;20379
EVN;MMK;7;47;22079
EVN;MMK;7;47;22079
EVN;MMK;7;47;22079
EVN;MMK;7;47;22079
EVN;MMK;1;47;25569
EVN;MMK;1;47;25569
EVN;MMK;1;47;25569
EVN;MMK;1;47;28524
EVN;MMK;1;47;29684
EVN;MMK;2;36;19590
EVN;MMK;2;36;19590
EVN;MMK;2;36;22790
EVN;MMK;2;36;22790
EVN;MMK;5;47;20001
EVN;MMK;5;47;20001
EVN;MMK;5;47;20001
EVN;MMK;5;47;24100
EVN;MMK;5;47;24100
CEK;TCI;6;3;133010
CEK;TCI;6;3;137460
CEK;TCI;6;3;173220
CEK;TCI;4;3;149510
CEK;TCI;4;3;154030
CEK;TCI;5;3;142120
CEK;TCI;5;3;146570
PRG;BUH;3;3;11898
PRG;BUH;3;3;19013
PRG;BUH;3;3;43970
PRG;BUH;3;3;53970
PRG;BUH;3;3;53970
PRG;BUH;4;3;10803
PRG;BUH;4;3;11898
PRG;BUH;4;3;11898
PRG;BUH;4;3;78370
PRG;BUH;4;3;101960
PRG;BUH;6;3;10738
PRG;BUH;6;3;10738
PRG;BUH;6;3;10738
PRG;BUH;6;3;10738
PRG;BUH;6;3;13993
PRG;BUH;1;3;11898
PRG;BUH;1;3;13193
PRG;BUH;1;3;13193
PRG;BUH;1;3;14658
PRG;BUH;1;3;15953
PRG;BUH;7;3;10803
PRG;BUH;7;3;10803
PRG;BUH;7;3;13193
PRG;BUH;7;3;13563
PRG;BUH;7;3;13563
PRG;BUH;2;3;10803
PRG;BUH;2;3;13563
PRG;BUH;2;3;15088
PRG;BUH;2;3;17848
PRG;BUH;2;3;21773
PRG;BUH;5;3;39470
PRG;BUH;5;3;42000
PRG;BUH;5;3;79830
PRG;BUH;5;3;81090
PRG;BUH;5;3;83760
IEV;AYT;3;3;9210
IEV;AYT;3;3;11180
IEV;AYT;3;3;11180
IEV;AYT;3;3;11740
IEV;AYT;3;3;11740
IEV;AYT;4;3;9210
IEV;AYT;4;11;10480
IEV;AYT;4;3;11790
IEV;AYT;4;3;11790
IEV;AYT;4;3;11930
IEV;AYT;6;11;8730
IEV;AYT;6;3;10690
IEV;AYT;6;3;12660
IEV;AYT;6;3;12660
IEV;AYT;6;3;12660
IEV;AYT;7;3;10590
IEV;AYT;7;11;10620
IEV;AYT;7;3;11750
IEV;AYT;7;3;11750
IEV;AYT;7;3;12690
IEV;AYT;1;3;9080
IEV;AYT;1;3;11750
IEV;AYT;1;3;12690
IEV;AYT;1;3;13280
IEV;AYT;1;3;13280
IEV;AYT;2;11;7690
IEV;AYT;2;3;12370
IEV;AYT;2;3;13940
IEV;AYT;2;3;14890
IEV;AYT;2;3;14890
IEV;AYT;5;11;9590
MMK;UGC;3;3;33100
MMK;UGC;3;3;37980
MMK;UGC;3;3;80640
MMK;UGC;3;3;80640
MMK;UGC;3;3;80640
MMK;UGC;4;3;37910
MMK;UGC;4;3;42670
MMK;UGC;4;3;87390
MMK;UGC;6;3;93120
MMK;UGC;7;3;44800
MMK;UGC;7;3;49510
MMK;UGC;7;3;88000
MMK;UGC;7;3;88000
MMK;UGC;7;3;88000
MMK;UGC;1;3;44800
MMK;UGC;1;3;49510
MMK;UGC;5;3;71090
MMK;UGC;5;3;71090
MMK;UGC;5;3;89440
MMK;UGC;2;3;37780
MMK;UGC;2;3;42780
MMK;UGC;2;3;84960
MMK;UGC;2;3;84960
MMK;UGC;2;3;84960
NJC;UUA;3;30;5970
MOW;KSY;3;3;11190
MOW;KSY;3;3;16720
MOW;KSY;3;3;16720
MOW;KSY;3;3;16720
MOW;KSY;3;3;16720
MOW;KSY;6;3;10810
MOW;KSY;6;3;15440
MOW;KSY;6;3;15440
MOW;KSY;6;3;15440
MOW;KSY;6;3;15440
MOW;KSY;4;3;9220
MOW;KSY;4;3;10940
MOW;KSY;4;3;16720
MOW;KSY;4;3;16720
MOW;KSY;4;3;16720
MOW;KSY;1;3;9220
MOW;KSY;1;3;16720
MOW;KSY;1;3;16720
MOW;KSY;1;3;16720
MOW;KSY;1;3;16720
MOW;KSY;7;3;9330
MOW;KSY;7;3;16640
MOW;KSY;7;3;16640
MOW;KSY;7;3;16640
MOW;KSY;7;3;17260
MOW;KSY;5;3;9370
MOW;KSY;5;3;15420
MOW;KSY;5;3;15420
MOW;KSY;5;3;15790
MOW;KSY;5;3;17290
MOW;KSY;2;3;9220
MOW;KSY;2;3;10940
MOW;KSY;2;3;16720
MOW;KSY;2;3;16720
MOW;KSY;2;3;16720
CAG;LED;3;3;109610
CAG;LED;3;3;109610
CAG;LED;3;3;109610
CAG;LED;3;3;110720
CAG;LED;3;3;113670
CAG;LED;5;3;28940
CAG;LED;5;3;28940
CAG;LED;5;3;28940
CAG;LED;5;3;32900
CAG;LED;5;3;34590
SAO;JPA;3;3;12580
SAO;JPA;3;3;14220
SAO;JPA;3;3;14220
SAO;JPA;3;3;14460
SAO;JPA;3;3;15120
SAO;JPA;6;3;9890
SAO;JPA;6;3;13620
SAO;JPA;6;3;14220
SAO;JPA;6;3;14620
SAO;JPA;6;3;16290
SAO;JPA;4;3;8870
SAO;JPA;4;3;8870
SAO;JPA;4;3;13210
SAO;JPA;4;3;13210
SAO;JPA;4;3;13510
SAO;JPA;1;3;9580
SAO;JPA;1;3;12880
SAO;JPA;1;3;13860
SAO;JPA;1;3;13860
SAO;JPA;1;3;15390
SAO;JPA;7;3;9320
SAO;JPA;7;3;9850
SAO;JPA;7;3;9850
SAO;JPA;7;3;12980
SAO;JPA;7;3;13490
SAO;JPA;5;3;14360
SAO;JPA;5;3;14360
SAO;JPA;5;3;14360
SAO;JPA;5;3;14360
SAO;JPA;5;3;16020
SAO;JPA;2;3;14060
SAO;JPA;2;3;14060
SAO;JPA;2;3;15670
SAO;JPA;2;3;15670
SAO;JPA;2;3;19790
ROM;MRV;3;3;37150
ROM;MRV;3;3;37150
ROM;MRV;3;3;39780
ROM;MRV;3;3;39780
ROM;MRV;3;3;39790
ROM;MRV;6;3;30330
ROM;MRV;6;3;36150
ROM;MRV;6;3;36590
ROM;MRV;6;3;36590
ROM;MRV;6;3;39090
ROM;MRV;4;3;180620
ROM;MRV;7;3;37150
ROM;MRV;7;3;37150
ROM;MRV;7;3;39780
ROM;MRV;7;3;39780
ROM;MRV;7;3;39790
ROM;MRV;1;3;36070
ROM;MRV;1;3;36070
ROM;MRV;1;3;36070
ROM;MRV;1;3;37150
ROM;MRV;1;3;37150
ROM;MRV;2;3;34720
ROM;MRV;2;3;37610
ROM;MRV;2;3;39780
ROM;MRV;2;3;144790
ROM;MRV;5;3;31782
ROM;MRV;5;3;36540
ROM;MRV;5;3;39170
ROM;MRV;5;3;39170
ROM;MRV;5;3;49410
ALA;PAR;3;3;106670
ALA;PAR;3;3;106670
ALA;PAR;3;3;220810
ALA;PAR;3;3;238960
ALA;PAR;3;3;256840
ALA;PAR;6;3;35100
ALA;PAR;6;3;35100
ALA;PAR;6;3;39540
ALA;PAR;6;3;39540
ALA;PAR;6;3;41640
ALA;PAR;4;3;31020
ALA;PAR;4;3;31020
ALA;PAR;4;3;34700
ALA;PAR;4;3;34700
ALA;PAR;4;3;39270
ALA;PAR;7;3;62490
ALA;PAR;7;3;62490
ALA;PAR;7;3;69680
ALA;PAR;7;3;69680
ALA;PAR;7;3;74710
ALA;PAR;1;3;35100
ALA;PAR;1;3;35100
ALA;PAR;1;3;39540
ALA;PAR;1;3;39540
ALA;PAR;1;3;51720
ALA;PAR;5;3;20760
ALA;PAR;5;11;22620
ALA;PAR;5;3;29020
ALA;PAR;5;3;29020
ALA;PAR;5;3;33610
ALA;PAR;2;3;47840
ALA;PAR;2;3;47840
ALA;PAR;2;3;62580
ALA;PAR;2;3;62580
ALA;PAR;2;3;63150
WAW;SVX;3;3;27080
WAW;SVX;3;3;27080
WAW;SVX;3;3;29620
WAW;SVX;3;3;29620
WAW;SVX;3;3;104280
WAW;SVX;4;3;32131
WAW;SVX;4;3;32131
WAW;SVX;4;3;34980
WAW;SVX;4;3;34980
WAW;SVX;4;3;52680
WAW;SVX;6;47;22004
WAW;SVX;6;47;22004
WAW;SVX;6;47;22004
WAW;SVX;6;47;22004
WAW;SVX;6;47;27144
WAW;SVX;1;3;27080
WAW;SVX;1;3;29620
WAW;SVX;1;3;47660
WAW;SVX;1;3;47660
WAW;SVX;1;3;53190
WAW;SVX;7;3;67950
WAW;SVX;7;3;146690
WAW;SVX;7;3;180420
WAW;SVX;7;3;186140
WAW;SVX;7;3;210360
WAW;SVX;2;3;27960
WAW;SVX;2;3;27960
WAW;SVX;2;3;27960
WAW;SVX;2;3;30560
WAW;SVX;2;3;30560
WAW;SVX;5;3;42440
WAW;SVX;5;3;45310
WAW;SVX;5;3;158780
WAW;SVX;5;3;158780
WAW;SVX;5;3;242830
WRO;LED;3;3;126220
WRO;LED;4;3;35480
WRO;LED;4;3;38850
WRO;LED;4;3;50350
WRO;LED;4;3;50350
WRO;LED;4;3;115620
