Откуда;Куда;День;Поставщик;Стоимость
OSS;UUS;3;47;70635
OSS;UUS;3;47;70635
OSS;UUS;3;47;73500
OSS;UUS;3;47;73500
OSS;UUS;4;47;47365
OSS;UUS;4;47;51950
OSS;UUS;6;47;62030
OSS;UUS;6;47;65190
OSS;UUS;7;47;71010
OSS;UUS;7;47;73880
OSS;UUS;1;47;65650
OSS;UUS;1;47;68660
OSS;UUS;5;47;62030
OSS;UUS;5;47;65190
OSS;UUS;2;47;47365
OSS;UUS;2;47;51490
BGW;MOW;3;3;27340
BGW;MOW;3;3;27340
BGW;MOW;3;3;30540
BGW;MOW;3;3;87920
BGW;MOW;3;3;295470
BGW;MOW;6;3;75440
BGW;MOW;4;3;75990
BGW;MOW;4;3;103910
BGW;MOW;4;3;108640
BGW;MOW;4;3;225820
BGW;MOW;4;3;225820
BGW;MOW;7;11;24740
BGW;MOW;7;3;26970
BGW;MOW;7;3;26970
BGW;MOW;7;3;26970
BGW;MOW;7;3;27640
BGW;MOW;1;3;75910
BGW;MOW;1;3;75990
BGW;MOW;1;3;225820
BGW;MOW;2;3;75990
BGW;MOW;2;3;123000
BGW;MOW;2;3;125120
BGW;MOW;2;3;135160
BGW;MOW;2;3;137280
BGW;MOW;5;11;19880
BGW;MOW;5;3;24560
BGW;MOW;5;3;27780
BGW;MOW;5;3;28600
BGW;MOW;5;3;28600
KRR;KHV;3;36;21350
KRR;KHV;3;47;25380
KRR;KHV;3;47;25980
KRR;KHV;3;47;25980
KRR;KHV;3;47;25980
KRR;KHV;4;30;19380
KRR;KHV;4;36;21350
KRR;KHV;4;47;25380
KRR;KHV;4;47;25980
KRR;KHV;4;47;25980
KRR;KHV;6;36;21440
KRR;KHV;6;47;25980
KRR;KHV;6;47;25980
KRR;KHV;6;47;27120
KRR;KHV;6;47;28170
KRR;KHV;7;45;17460
KRR;KHV;7;45;19490
KRR;KHV;7;36;21350
KRR;KHV;7;47;28170
KRR;KHV;7;47;31830
KRR;KHV;1;36;21350
KRR;KHV;1;47;25380
KRR;KHV;1;47;25980
KRR;KHV;1;47;25980
KRR;KHV;1;47;25980
KRR;KHV;2;36;21350
KRR;KHV;2;47;25980
KRR;KHV;2;47;25980
KRR;KHV;2;47;27570
KRR;KHV;2;47;28170
KRR;KHV;5;45;18480
KRR;KHV;5;45;21030
KRR;KHV;5;36;21440
KRR;KHV;5;47;25980
KRR;KHV;5;47;25980
KRR;LPA;6;3;51780
KRR;LPA;6;3;51780
KRR;LPA;6;3;54390
KRR;LPA;6;3;54390
KRR;LPA;6;3;133490
KRR;LPA;4;3;68920
KRR;LPA;4;3;69810
KRR;LPA;4;3;69810
KRR;LPA;4;3;69810
KRR;LPA;4;3;88150
KRR;LPA;1;3;51670
KRR;LPA;1;3;51670
KRR;LPA;1;3;54310
KRR;LPA;1;3;54310
KRR;LPA;1;3;137020
KRR;LPA;5;3;29080
KRR;LPA;5;3;32180
KRR;LPA;5;3;32180
KRR;LPA;5;3;39290
KRR;LPA;5;3;39290
CAG;ROM;3;3;4940
CAG;ROM;3;3;4940
CAG;ROM;3;3;4940
CAG;ROM;3;3;4940
CAG;ROM;3;3;25400
CAG;ROM;6;3;5070
CAG;ROM;6;3;5070
CAG;ROM;6;3;5070
CAG;ROM;6;3;5070
CAG;ROM;6;3;23180
CAG;ROM;4;3;4940
CAG;ROM;4;3;4940
CAG;ROM;4;3;4940
CAG;ROM;4;3;4940
CAG;ROM;4;3;25390
CAG;ROM;7;3;5070
CAG;ROM;7;3;5070
CAG;ROM;7;3;5070
CAG;ROM;7;3;5070
CAG;ROM;7;3;45890
CAG;ROM;1;3;4940
CAG;ROM;1;3;4940
CAG;ROM;1;3;4940
CAG;ROM;1;3;4940
CAG;ROM;1;3;31850
CAG;ROM;5;3;5070
CAG;ROM;5;3;5070
CAG;ROM;5;3;5070
CAG;ROM;5;3;5070
CAG;ROM;5;3;23540
CAG;ROM;2;3;4940
CAG;ROM;2;3;4940
CAG;ROM;2;3;4940
CAG;ROM;2;3;4940
CAG;ROM;2;3;25400
HEL;CAS;3;3;20211
HEL;CAS;3;3;21067
HEL;CAS;3;3;22896
HEL;CAS;3;3;23752
HEL;CAS;3;3;32430
HEL;CAS;4;3;80610
HEL;CAS;4;3;83210
HEL;CAS;4;3;87410
HEL;CAS;4;3;90120
HEL;CAS;4;3;90120
HEL;CAS;6;3;80610
HEL;CAS;6;3;87410
HEL;CAS;6;3;89880
HEL;CAS;6;3;90120
HEL;CAS;6;3;92390
HEL;CAS;7;3;80610
HEL;CAS;7;3;83210
HEL;CAS;7;3;87410
HEL;CAS;7;3;90120
HEL;CAS;7;3;92390
HEL;CAS;1;3;24596
HEL;CAS;1;3;27281
HEL;CAS;1;3;29250
HEL;CAS;1;3;32420
HEL;CAS;1;3;32741
HEL;CAS;5;3;80610
HEL;CAS;5;3;81600
HEL;CAS;5;3;83210
HEL;CAS;5;3;87410
HEL;CAS;5;3;90120
KUL;TAS;3;3;32290
KUL;TAS;3;3;37970
KUL;TAS;3;3;77270
KUL;TAS;3;3;77270
KUL;TAS;3;3;112240
KUL;TAS;6;3;32130
KUL;TAS;6;3;37430
KUL;TAS;6;3;78040
KUL;TAS;6;3;118280
KUL;TAS;4;3;32290
KUL;TAS;4;3;37970
KUL;TAS;4;3;118840
KUL;TAS;4;3;159060
KUL;TAS;7;3;81610
KUL;TAS;7;3;81610
KUL;TAS;7;3;109570
KUL;TAS;7;3;109570
KUL;TAS;1;3;55430
KUL;TAS;1;3;115610
KUL;TAS;1;3;217680
KUL;TAS;2;3;77340
KUL;TAS;2;3;77340
KUL;TAS;2;3;112440
KUL;TAS;2;3;112440
KUL;TAS;2;3;171060
KUL;TAS;5;3;77270
KUL;TAS;5;3;77270
KUL;TAS;5;3;112240
KUL;TAS;5;3;112240
BEL;SAO;3;3;8990
BEL;SAO;3;3;9000
BEL;SAO;3;3;10130
BEL;SAO;3;3;10850
BEL;SAO;3;3;11400
BEL;SAO;6;3;4660
BEL;SAO;6;3;4880
BEL;SAO;6;3;5230
BEL;SAO;6;3;5230
BEL;SAO;6;3;5310
BEL;SAO;4;3;10130
BEL;SAO;4;3;10370
BEL;SAO;4;3;10850
BEL;SAO;4;3;11400
BEL;SAO;4;3;11550
BEL;SAO;1;3;8760
BEL;SAO;1;3;8990
BEL;SAO;1;3;9000
BEL;SAO;1;3;10040
BEL;SAO;1;3;10060
BEL;SAO;7;3;8760
BEL;SAO;7;3;8760
BEL;SAO;7;3;8990
BEL;SAO;7;3;9000
BEL;SAO;7;3;10350
BEL;SAO;5;3;8830
BEL;SAO;5;3;8970
BEL;SAO;5;3;8980
BEL;SAO;5;3;11070
BEL;SAO;5;3;11520
BEL;SAO;2;3;8790
BEL;SAO;2;3;9390
BEL;SAO;2;3;9390
BEL;SAO;2;3;9650
BEL;SAO;2;3;10080
MAD;MIA;3;3;14490
MAD;MIA;3;3;15430
MAD;MIA;3;3;17067
MAD;MIA;3;3;20540
MAD;MIA;3;3;22390
MAD;MIA;4;3;14370
MAD;MIA;4;3;15040
MAD;MIA;4;3;16240
MAD;MIA;4;3;21750
MAD;MIA;4;3;24040
MAD;MIA;6;3;14670
MAD;MIA;6;3;20540
MAD;MIA;6;3;22270
MAD;MIA;6;3;22300
MAD;MIA;6;3;30610
MAD;MIA;7;3;12600
MAD;MIA;7;3;16740
MAD;MIA;7;3;17067
MAD;MIA;7;3;22040
MAD;MIA;7;3;22440
MAD;MIA;1;3;13840
MAD;MIA;1;3;16211
MAD;MIA;1;3;20490
MAD;MIA;1;3;20490
MAD;MIA;1;3;22240
MAD;MIA;5;3;17067
MAD;MIA;5;3;20270
MAD;MIA;5;3;22260
MAD;MIA;5;3;23810
MAD;MIA;5;3;24820
MAD;MIA;2;3;13270
MAD;MIA;2;3;15030
MAD;MIA;2;3;21980
MAD;MIA;2;3;23850
MAD;MIA;2;3;24110
FRA;MLA;3;3;69850
FRA;MLA;3;3;72180
FRA;MLA;3;3;133960
FRA;MLA;4;3;17990
FRA;MLA;4;3;18050
FRA;MLA;4;3;97960
FRA;MLA;4;3;103170
FRA;MLA;6;3;23160
FRA;MLA;6;3;23702
FRA;MLA;6;3;25937
FRA;MLA;6;3;28600
FRA;MLA;6;3;85620
FRA;MLA;1;3;34670
FRA;MLA;1;3;48940
FRA;MLA;1;3;54710
FRA;MLA;1;3;59360
FRA;MLA;1;3;92220
FRA;MLA;7;3;15770
FRA;MLA;7;3;19260
FRA;MLA;7;3;27140
FRA;MLA;7;3;28587
FRA;MLA;7;3;28600
FRA;MLA;5;3;48940
FRA;MLA;5;3;92460
FRA;MLA;5;3;96690
FRA;MLA;5;3;97510
FRA;MLA;5;3;99470
FRA;MLA;2;3;12380
FRA;MLA;2;3;15710
FRA;MLA;2;3;17470
FRA;MLA;2;3;22860
FRA;MLA;2;3;24290
ROV;DUS;3;3;33790
ROV;DUS;3;3;33790
ROV;DUS;3;3;33790
ROV;DUS;3;3;33790
ROV;DUS;3;3;37160
ROV;DUS;4;3;16890
ROV;DUS;4;3;37380
ROV;DUS;4;3;37840
ROV;DUS;4;3;40010
ROV;DUS;4;3;40450
ROV;DUS;6;47;14108
ROV;DUS;6;47;14108
ROV;DUS;6;47;14108
ROV;DUS;6;3;16720
ROV;DUS;6;3;16740
ROV;DUS;1;3;17110
ROV;DUS;1;3;57980
ROV;DUS;1;3;61300
ROV;DUS;1;3;90650
ROV;DUS;1;3;92330
ROV;DUS;7;47;14108
ROV;DUS;7;3;16890
ROV;DUS;7;3;16890
ROV;DUS;7;47;19123
ROV;DUS;7;3;25520
ROV;DUS;5;3;40870
ROV;DUS;5;3;40870
ROV;DUS;5;3;40870
ROV;DUS;5;3;40870
ROV;DUS;5;3;40870
ROV;DUS;2;3;16890
ROV;DUS;2;3;109290
ROV;DUS;2;3;369430
ROV;DUS;2;3;369430
KZN;RHO;6;3;184880
KZN;RHO;6;3;185160
KZN;RHO;2;3;189360
KZN;RHO;2;3;189640
BRU;MSQ;3;3;21374
BRU;MSQ;3;3;27230
BRU;MSQ;3;3;37600
BRU;MSQ;3;3;41210
BRU;MSQ;3;3;44230
BRU;MSQ;6;3;9510
BRU;MSQ;6;3;11580
BRU;MSQ;6;3;18020
BRU;MSQ;6;3;21374
BRU;MSQ;6;3;21374
BRU;MSQ;4;3;17930
BRU;MSQ;4;3;21962
BRU;MSQ;4;3;24350
BRU;MSQ;4;3;24750
BRU;MSQ;4;3;26680
BRU;MSQ;1;3;13380
BRU;MSQ;1;3;14840
BRU;MSQ;1;3;17370
BRU;MSQ;1;3;17980
BRU;MSQ;1;3;18562
BRU;MSQ;7;3;17400
BRU;MSQ;7;3;17930
BRU;MSQ;7;3;18770
BRU;MSQ;7;3;21590
BRU;MSQ;7;3;21590
BRU;MSQ;2;3;17420
BRU;MSQ;2;3;17667
BRU;MSQ;2;3;18687
BRU;MSQ;2;3;18760
BRU;MSQ;2;3;20927
BRU;MSQ;5;3;14520
BRU;MSQ;5;3;17240
BRU;MSQ;5;3;21374
BRU;MSQ;5;3;21374
BRU;MSQ;5;3;21962
MQF;SIP;3;36;7420
MQF;SIP;3;36;7420
MQF;SIP;3;47;8100
MQF;SIP;3;47;8100
MQF;SIP;3;47;8100
MQF;SIP;6;36;5830
MQF;SIP;6;36;6705
MQF;SIP;6;47;8100
MQF;SIP;6;47;8100
MQF;SIP;6;47;8100
MQF;SIP;4;47;10550
MQF;SIP;4;47;10550
MQF;SIP;4;47;10550
MQF;SIP;7;36;7420
MQF;SIP;7;36;7420
MQF;SIP;7;36;8690
MQF;SIP;7;36;8690
MQF;SIP;7;47;9500
MQF;SIP;1;47;8100
MQF;SIP;1;47;8100
MQF;SIP;1;47;8100
MQF;SIP;1;36;8940
MQF;SIP;1;36;8940
MQF;SIP;5;47;8100
MQF;SIP;5;47;8100
MQF;SIP;5;47;8100
MQF;SIP;5;36;8870
MQF;SIP;5;36;8870
MQF;SIP;2;36;6335
MQF;SIP;2;36;6335
MQF;SIP;2;47;8100
MQF;SIP;2;47;8100
MQF;SIP;2;36;8500
NYC;DFW;3;3;3710
NYC;DFW;3;3;3710
NYC;DFW;3;3;3990
NYC;DFW;3;3;3990
NYC;DFW;3;3;3990
NYC;DFW;6;3;3710
NYC;DFW;6;3;3710
NYC;DFW;6;3;3990
NYC;DFW;6;3;3990
NYC;DFW;6;3;3990
NYC;DFW;4;3;21160
NYC;DFW;4;3;26760
NYC;DFW;4;3;26760
NYC;DFW;4;3;26760
NYC;DFW;4;3;30460
NYC;DFW;7;3;3670
NYC;DFW;7;3;3950
NYC;DFW;7;3;3950
NYC;DFW;7;3;3950
NYC;DFW;7;3;3950
NYC;DFW;1;3;3710
NYC;DFW;1;3;3710
NYC;DFW;1;3;3990
NYC;DFW;1;3;3990
NYC;DFW;1;3;3990
NYC;DFW;5;3;3670
NYC;DFW;5;3;3670
NYC;DFW;5;3;3950
NYC;DFW;5;3;6740
NYC;DFW;5;3;6740
NYC;DFW;2;3;4690
NYC;DFW;2;3;4690
NYC;DFW;2;3;4990
NYC;DFW;2;3;4990
NYC;DFW;2;3;4990
MAA;MOW;3;3;67080
MAA;MOW;3;3;67080
MAA;MOW;3;3;74840
MAA;MOW;3;3;74840
MAA;MOW;3;3;89140
MAA;MOW;4;3;88700
MAA;MOW;4;3;102770
MAA;MOW;4;3;102770
MAA;MOW;4;3;104890
MAA;MOW;6;3;103870
MAA;MOW;6;3;103870
MAA;MOW;6;3;105740
MAA;MOW;6;3;105740
MAA;MOW;1;3;44190
MAA;MOW;1;3;44190
MAA;MOW;1;3;44190
MAA;MOW;1;3;44190
MAA;MOW;1;3;49880
MAA;MOW;7;3;112990
MAA;MOW;7;3;112990
MAA;MOW;7;3;182550
MAA;MOW;7;3;333850
MAA;MOW;2;3;118970
MAA;MOW;2;3;118970
MAA;MOW;2;3;333850
MAA;MOW;5;3;102640
MAA;MOW;5;3;102640
MAA;MOW;5;3;102770
MAA;MOW;5;3;102770
MAA;MOW;5;3;104640
GRX;BCN;3;3;5970
GRX;BCN;3;3;5970
GRX;BCN;3;3;6070
GRX;BCN;3;3;8970
GRX;BCN;3;3;8970
GRX;BCN;4;3;5970
GRX;BCN;4;3;5970
GRX;BCN;4;3;6070
GRX;BCN;4;3;6920
GRX;BCN;4;3;6920
GRX;BCN;6;3;6920
GRX;BCN;6;3;6920
GRX;BCN;6;3;9640
GRX;BCN;6;3;9640
GRX;BCN;6;3;23170
GRX;BCN;1;3;6650
GRX;BCN;1;3;6850
GRX;BCN;1;3;7550
GRX;BCN;1;3;7550
GRX;BCN;1;3;7550
GRX;BCN;7;3;6070
GRX;BCN;7;3;6210
GRX;BCN;7;3;6210
GRX;BCN;7;3;6890
GRX;BCN;7;3;6890
GRX;BCN;2;3;63000
GRX;BCN;2;3;63000
GRX;BCN;2;3;63000
GRX;BCN;2;3;63000
GRX;BCN;5;3;6040
GRX;BCN;5;3;6140
GRX;BCN;5;3;6140
GRX;BCN;5;3;6140
GRX;BCN;5;3;6140
LIS;CAS;3;3;14690
LIS;CAS;3;3;15340
LIS;CAS;3;3;15342
LIS;CAS;3;3;18490
LIS;CAS;3;3;102920
LIS;CAS;6;3;9460
LIS;CAS;6;3;12336
LIS;CAS;6;3;13282
LIS;CAS;6;3;13520
LIS;CAS;6;3;15340
LIS;CAS;4;3;12500
LIS;CAS;4;3;13440
LIS;CAS;4;3;13690
LIS;CAS;4;3;15291
LIS;CAS;4;3;16130
LIS;CAS;7;3;15342
LIS;CAS;7;3;22269
LIS;CAS;7;3;24689
LIS;CAS;7;3;36090
LIS;CAS;7;3;38880
LIS;CAS;1;3;10540
LIS;CAS;1;3;14486
LIS;CAS;1;3;15342
LIS;CAS;1;3;17346
LIS;CAS;1;3;18202
LIS;CAS;2;3;8220
LIS;CAS;2;3;11910
LIS;CAS;2;3;12117
LIS;CAS;2;3;13591
LIS;CAS;2;3;13640
LIS;CAS;5;3;9460
LIS;CAS;5;3;14486
LIS;CAS;5;3;14490
LIS;CAS;5;3;14535
LIS;CAS;5;3;14690
MOW;YYJ;3;3;55130
MOW;YYJ;3;3;57690
MOW;YYJ;3;3;60940
MOW;YYJ;3;3;60940
MOW;YYJ;3;3;60940
MOW;YYJ;6;3;56980
MOW;YYJ;6;3;57690
MOW;YYJ;6;3;57690
MOW;YYJ;6;3;71290
MOW;YYJ;6;3;71290
MOW;YYJ;4;3;56420
MOW;YYJ;4;3;56420
MOW;YYJ;4;3;56420
MOW;YYJ;4;3;72480
MOW;YYJ;4;3;72480
MOW;YYJ;1;3;56980
MOW;YYJ;1;3;57690
MOW;YYJ;1;3;71290
MOW;YYJ;1;3;71710
MOW;YYJ;1;3;79630
MOW;YYJ;7;3;54130
MOW;YYJ;7;3;57830
MOW;YYJ;7;3;98650
MOW;YYJ;7;3;106930
MOW;YYJ;5;3;50280
MOW;YYJ;5;3;51180
MOW;YYJ;5;3;51180
MOW;YYJ;5;3;52760
MOW;YYJ;5;3;52760
MOW;YYJ;2;3;56640
MOW;YYJ;2;3;56930
MOW;YYJ;2;3;56930
MOW;YYJ;2;3;71330
MOW;YYJ;2;3;71330
LON;YTO;3;3;20350
LON;YTO;3;3;20870
LON;YTO;3;3;20870
LON;YTO;3;3;20960
LON;YTO;3;3;23750
LON;YTO;6;3;20680
LON;YTO;6;3;23290
LON;YTO;6;3;26490
LON;YTO;6;3;27410
LON;YTO;6;3;27510
LON;YTO;4;3;20790
LON;YTO;4;3;23580
LON;YTO;4;3;26830
LON;YTO;4;3;27680
LON;YTO;4;3;27780
LON;YTO;7;3;25640
LON;YTO;7;3;26479
LON;YTO;7;3;26479
LON;YTO;7;3;27630
LON;YTO;7;3;28060
LON;YTO;1;3;19830
LON;YTO;1;3;20520
LON;YTO;1;3;20680
LON;YTO;1;3;20680
LON;YTO;1;3;21300
LON;YTO;5;3;26230
LON;YTO;5;3;26890
LON;YTO;5;3;27140
LON;YTO;5;3;27150
LON;YTO;5;3;27280
LON;YTO;2;3;19920
LON;YTO;2;3;20754
LON;YTO;2;3;21900
LON;YTO;2;3;23130
LON;YTO;2;3;25210
TBS;KEJ;5;3;93940
TBS;KEJ;5;3;99950
TBS;KEJ;5;3;154140
TBS;KEJ;5;3;298500
IEV;PAR;3;3;87080
IEV;PAR;3;3;95740
IEV;PAR;3;3;99930
IEV;PAR;4;3;12490
IEV;PAR;4;3;12660
IEV;PAR;4;3;13490
IEV;PAR;4;3;13880
IEV;PAR;4;3;13880
IEV;PAR;6;3;10460
IEV;PAR;6;3;12420
IEV;PAR;6;3;12610
IEV;PAR;6;3;12640
IEV;PAR;6;3;13880
IEV;PAR;1;3;13620
IEV;PAR;1;3;14270
IEV;PAR;1;3;14333
IEV;PAR;1;3;15620
IEV;PAR;1;3;16033
IEV;PAR;7;3;12770
IEV;PAR;7;3;12770
IEV;PAR;7;3;12850
IEV;PAR;7;3;13990
IEV;PAR;7;3;14310
IEV;PAR;5;3;10760
IEV;PAR;5;3;12530
IEV;PAR;5;3;12590
IEV;PAR;5;3;13511
IEV;PAR;5;3;13511
IEV;PAR;2;3;12420
IEV;PAR;2;3;12420
IEV;PAR;2;3;13880
IEV;PAR;2;3;13880
IEV;PAR;2;3;14333
RIX;HAM;3;3;106580
RIX;HAM;3;3;146720
RIX;HAM;3;3;146720
RIX;HAM;3;3;151030
RIX;HAM;3;3;158110
RIX;HAM;4;3;106580
RIX;HAM;4;3;160430
RIX;HAM;4;3;160430
RIX;HAM;6;3;13280
RIX;HAM;6;3;14570
RIX;HAM;6;3;15490
RIX;HAM;6;3;23880
RIX;HAM;6;3;24172
RIX;HAM;7;3;10330
RIX;HAM;7;3;14327
RIX;HAM;7;3;14327
RIX;HAM;7;3;15400
RIX;HAM;7;3;15400
RIX;HAM;1;3;9817
RIX;HAM;1;3;11787
RIX;HAM;1;3;12717
RIX;HAM;1;3;14327
RIX;HAM;1;3;14327
RIX;HAM;2;3;14327
RIX;HAM;2;3;14327
RIX;HAM;2;3;14560
RIX;HAM;2;3;16490
RIX;HAM;2;3;16567
RIX;HAM;5;3;14060
RIX;HAM;5;3;14327
RIX;HAM;5;3;14327
RIX;HAM;5;3;14560
RIX;HAM;5;3;14560
VOG;TCI;4;3;65220
VOG;TCI;4;3;65220
VOG;TCI;4;3;66100
VOG;TCI;4;3;88190
VOG;TCI;4;3;88190
VOG;TCI;6;3;51820
VOG;TCI;6;3;54440
VOG;TCI;1;3;84140
VOG;TCI;1;3;85000
VOG;TCI;1;3;196710
VOG;TCI;1;3;197570
VOG;TCI;5;3;35360
VOG;TCI;5;3;37450
VOG;TCI;5;3;48980
VOG;TCI;5;3;48980
VOG;TCI;5;3;49440
VOZ;REN;3;47;7231
VOZ;REN;3;47;9681
VOZ;REN;3;47;9681
VOZ;REN;3;47;9681
VOZ;REN;3;47;9681
VOZ;REN;6;47;7231
VOZ;REN;6;47;7231
VOZ;REN;6;47;7231
VOZ;REN;6;47;7231
VOZ;REN;6;47;7231
VOZ;REN;4;47;7231
VOZ;REN;4;47;7231
VOZ;REN;4;47;7231
VOZ;REN;4;47;7231
VOZ;REN;4;47;7231
VOZ;REN;7;47;7231
VOZ;REN;7;47;7231
VOZ;REN;7;47;7231
VOZ;REN;7;47;7231
VOZ;REN;7;47;7231
VOZ;REN;1;47;7231
VOZ;REN;1;47;7231
VOZ;REN;1;47;7231
VOZ;REN;1;47;7231
VOZ;REN;1;47;7231
VOZ;REN;5;47;7231
VOZ;REN;5;47;7231
VOZ;REN;5;47;7231
VOZ;REN;5;47;7231
VOZ;REN;5;47;7231
VOZ;REN;2;47;7231
VOZ;REN;2;47;7231
VOZ;REN;2;47;7231
VOZ;REN;2;47;7231
VOZ;REN;2;47;7231
OVB;FRU;3;36;11440
OVB;FRU;3;47;21636
OVB;FRU;3;47;21636
OVB;FRU;3;47;27990
OVB;FRU;3;47;27990
OVB;FRU;4;47;21636
OVB;FRU;4;47;21636
OVB;FRU;4;47;21636
OVB;FRU;4;47;25661
OVB;FRU;4;47;25661
OVB;FRU;6;47;21636
OVB;FRU;6;47;21636
OVB;FRU;6;47;21636
OVB;FRU;6;47;21636
OVB;FRU;6;47;21636
OVB;FRU;1;47;21636
OVB;FRU;1;47;21636
OVB;FRU;1;47;21636
OVB;FRU;1;47;25960
OVB;FRU;1;47;25960
OVB;FRU;7;36;11420
OVB;FRU;7;47;21636
OVB;FRU;7;47;21636
OVB;FRU;7;47;25661
OVB;FRU;7;47;25661
OVB;FRU;2;36;9234
OVB;FRU;2;36;9359
OVB;FRU;2;36;12350
OVB;FRU;2;36;12380
OVB;FRU;2;47;21636
OVB;FRU;5;36;11470
OVB;FRU;5;47;21636
OVB;FRU;5;47;21636
OVB;FRU;5;47;21636
OVB;FRU;5;47;21636
PKV;AER;3;30;3890
PKV;AER;3;30;4270
PKV;AER;3;30;6470
PKV;AER;3;30;6690
PKV;AER;6;30;5030
PKV;AER;6;30;5440
PKV;AER;6;30;7590
PKV;AER;6;30;7670
PKV;AER;6;30;10700
PKV;AER;4;30;4350
PKV;AER;4;30;7040
PKV;AER;1;30;4830
PKV;AER;1;30;6910
PKV;AER;1;30;9430
PKV;AER;2;30;3440
PKV;AER;2;30;5480
MMK;SCW;3;47;5572
MMK;SCW;3;47;5572
MMK;SCW;3;47;5572
MMK;SCW;3;47;8572
MMK;SCW;3;47;8572
MMK;SCW;6;47;8392
MMK;SCW;6;47;8392
MMK;SCW;6;47;9002
MMK;SCW;6;47;9002
MMK;SCW;6;47;9002
MMK;SCW;4;47;6472
MMK;SCW;4;47;6472
MMK;SCW;4;47;6472
MMK;SCW;4;47;9002
MMK;SCW;4;47;9002
MMK;SCW;7;47;8392
MMK;SCW;7;47;8392
MMK;SCW;7;47;9002
MMK;SCW;7;47;9002
MMK;SCW;7;47;9002
MMK;SCW;1;47;6472
MMK;SCW;1;47;7492
MMK;SCW;1;47;7492
MMK;SCW;1;47;9002
MMK;SCW;1;47;9472
MMK;SCW;5;47;6472
MMK;SCW;5;47;7492
MMK;SCW;5;47;7492
MMK;SCW;5;47;9002
MMK;SCW;5;47;9472
MMK;SCW;2;47;5572
MMK;SCW;2;47;5572
MMK;SCW;2;47;6592
MMK;SCW;2;47;8572
MMK;SCW;2;47;8572
PRG;ROM;3;3;30160
PRG;ROM;3;3;33990
PRG;ROM;3;3;48990
PRG;ROM;3;3;49310
PRG;ROM;3;3;51480
PRG;ROM;6;3;10163
PRG;ROM;6;3;14773
PRG;ROM;6;3;35590
PRG;ROM;6;3;38320
PRG;ROM;6;3;41480
PRG;ROM;4;3;11298
PRG;ROM;4;3;11298
PRG;ROM;4;3;14058
PRG;ROM;4;3;14058
PRG;ROM;4;3;15783
PRG;ROM;7;3;11298
PRG;ROM;7;3;12593
PRG;ROM;7;3;14058
PRG;ROM;7;3;15046
PRG;ROM;7;3;15353
PRG;ROM;1;3;14038
PRG;ROM;1;3;14038
PRG;ROM;1;3;16798
PRG;ROM;1;3;16798
PRG;ROM;1;3;17156
PRG;ROM;5;3;10163
PRG;ROM;5;3;11298
PRG;ROM;5;3;14058
PRG;ROM;5;3;14773
PRG;ROM;5;3;16230
PRG;ROM;2;3;14038
PRG;ROM;2;3;14038
PRG;ROM;2;3;16798
PRG;ROM;2;3;16798
PRG;ROM;2;3;24820
NER;YKS;3;30;13290
NER;YKS;3;30;19960
NER;YKS;4;30;13870
NER;YKS;4;30;18060
NER;YKS;6;30;13260
NER;YKS;1;30;13290
NER;YKS;1;30;19960
NER;YKS;5;30;13530
NER;YKS;5;30;17770
NER;YKS;2;3;83890
NER;YKS;2;3;84070
NER;YKS;2;3;85480
NER;YKS;2;3;87730
NER;YKS;2;3;87730
OSS;HTA;4;36;91160
OSS;HTA;3;36;69720
OSS;HTA;3;36;69720
OSS;HTA;3;36;69720
OSS;HTA;3;36;71760
OSS;HTA;3;36;71760
OSS;HTA;5;45;56160
NNM;SIP;6;30;29080
NNM;SIP;6;30;30480
NNM;SIP;3;30;15630
NNM;SIP;2;30;29140
NNM;SIP;2;30;30840
NNM;SIP;5;30;11170
NNM;SIP;7;30;17190
NNM;SIP;7;30;19980
MOW;ALC;3;3;17706
MOW;ALC;3;3;20391
MOW;ALC;3;3;76440
MOW;ALC;3;3;76440
MOW;ALC;3;3;136560
MOW;ALC;4;3;14126
MOW;ALC;4;3;14126
MOW;ALC;4;3;16811
MOW;ALC;4;3;16811
MOW;ALC;4;3;77250
MOW;ALC;6;3;14126
MOW;ALC;6;3;15826
MOW;ALC;6;3;16811
MOW;ALC;6;3;18511
MOW;ALC;6;3;85660
MOW;ALC;1;3;84650
MOW;ALC;1;3;84650
MOW;ALC;1;3;84650
MOW;ALC;1;3;84650
MOW;ALC;1;3;84650
MOW;ALC;7;3;15826
MOW;ALC;7;3;18511
MOW;ALC;7;3;76440
MOW;ALC;7;3;76440
MOW;ALC;7;3;76440
MOW;ALC;5;3;61260
MOW;ALC;5;3;111550
MOW;ALC;5;3;111550
MOW;ALC;5;3;111550
MOW;ALC;5;3;111550
MOW;ALC;2;3;127310
MOW;ALC;2;3;231650
ALC;AMS;3;3;9730
ALC;AMS;3;11;12850
ALC;AMS;3;3;13270
ALC;AMS;3;11;14730
ALC;AMS;3;3;83500
ALC;AMS;6;11;11250
ALC;AMS;6;11;13180
ALC;AMS;6;3;30690
ALC;AMS;6;3;32050
ALC;AMS;6;3;70010
ALC;AMS;4;3;71470
ALC;AMS;4;3;72070
ALC;AMS;4;3;72070
ALC;AMS;4;3;80380
ALC;AMS;4;3;83670
ALC;AMS;1;11;12910
ALC;AMS;1;11;14790
ALC;AMS;1;3;70040
ALC;AMS;1;3;71470
ALC;AMS;1;3;72070
ALC;AMS;7;3;9720
ALC;AMS;7;3;10340
ALC;AMS;7;3;12100
