id_competitor,price,airline,id_flight
74,61527,757,407947780
28,61623,757,407947780
92,61683,757,407947780
5,65862,757,407947780
32,61266,757,407947782
90,61380,757,407947782
106,61477,757,407947782
74,61527,757,407947782
28,61623,757,407947782
92,61683,757,407947782
5,62745,757,407947782
90,64491,757,407947790
106,64596,757,407947790
74,64650,757,407947790
28,64743,757,407947790
92,64830,757,407947790
5,65862,757,407947790
32,64364,757,407947792
90,64491,757,407947792
106,64596,757,407947792
74,64650,757,407947792
28,64743,757,407947792
92,64830,757,407947792
5,65862,757,407947792
28,52950,532,407947800
90,53118,532,407947800
92,53286,532,407947800
32,54100,532,407947800
5,54366,532,407947800
106,54864,532,407947800
63,55557,532,407947800
20,59280,532,407947800
360,10330,243,407948286
32,10462,243,407948286
90,10544,243,407948286
63,10550,243,407948286
27,10682,243,407948286
74,10696,243,407948286
5,10848,243,407948286
106,11278,243,407948286
107,11476,243,407948286
20,11567,243,407948286
74,11030,802,407948294
24,11030,802,407948294
32,11324,802,407948294
28,11380,802,407948294
63,11386,802,407948294
92,11402,802,407948294
90,11824,802,407948294
20,11922,802,407948294
27,11990,802,407948294
5,12174,802,407948294
106,13445,802,407948294
74,11030,802,407948296
24,11030,802,407948296
32,11324,802,407948296
28,11380,802,407948296
63,11386,802,407948296
92,11402,802,407948296
90,11824,802,407948296
20,11922,802,407948296
27,11990,802,407948296
5,12174,802,407948296
106,13445,802,407948296
74,13471,532,407948298
28,13524,532,407948298
92,13706,532,407948298
90,13796,532,407948298
27,14040,532,407948298
32,14041,532,407948298
106,14098,532,407948298
5,14154,532,407948298
63,14180,532,407948298
20,14455,532,407948298
363,16692,532,407948298
74,18011,1291,407948821
90,18034,1291,407948821
32,18257,1291,407948821
63,18284,1291,407948821
33,18511,1291,407948821
24,4720,802,407949702
74,4749,802,407949702
63,4836,802,407949702
90,4916,802,407949702
28,4938,802,407949702
92,4944,802,407949702
20,5259,802,407949702
33,5335,802,407949702
5,5648,802,407949702
32,5972,802,407949702
24,5180,802,407951100
183,5180,802,407951100
32,5328,802,407951100
28,5408,802,407951100
92,5414,802,407951100
63,5642,802,407951100
20,5737,802,407951100
33,5783,802,407951100
90,6174,802,407951100
5,6468,802,407951100
32,28012,757,407951480
74,28106,757,407951480
28,28200,757,407951480
92,28236,757,407951480
20,28290,757,407951480
90,28593,757,407951480
5,29394,757,407951480
24,3060,802,407953001
74,3069,802,407953001
63,3122,802,407953001
32,3168,802,407953001
90,3170,802,407953001
28,3188,802,407953001
92,3198,802,407953001
20,3453,802,407953001
5,3506,802,407953001
33,3652,802,407953001
106,3933,802,407953001
219,7395,533,407954254
90,7511,533,407954254
63,7518,533,407954254
27,7611,533,407954254
32,7630,533,407954254
74,7644,533,407954254
5,7791,533,407954254
20,8221,533,407954254
106,10792,533,407954254
74,7290,802,407954256
24,7290,802,407954256
32,7494,802,407954256
63,7532,802,407954256
28,7535,802,407954256
92,7550,802,407954256
90,7861,802,407954256
20,7946,802,407954256
27,7968,802,407954256
5,8117,802,407954256
33,8202,802,407954256
106,9146,802,407954256
74,8665,802,407954258
24,8665,802,407954258
32,8893,802,407954258
28,8937,802,407954258
63,8942,802,407954258
92,8951,802,407954258
90,9271,802,407954258
20,9376,802,407954258
27,9376,802,407954258
5,9527,802,407954258
33,9577,802,407954258
106,10609,802,407954258
110,7325,163,407954260
74,7415,163,407954260
90,7516,163,407954260
27,7631,163,407954260
28,7753,163,407954260
63,7763,163,407954260
5,7849,163,407954260
20,7912,163,407954260
106,9146,163,407954260
81,14655,163,407954260
32,15466,163,407954260
360,6745,243,407954262
74,6775,243,407954262
90,6866,243,407954262
32,6938,243,407954262
63,6945,243,407954262
27,6949,243,407954262
5,7085,243,407954262
106,7154,243,407954262
107,7277,243,407954262
20,7657,243,407954262
360,7860,243,407954264
32,7965,243,407954264
90,8025,243,407954264
63,8088,243,407954264
27,8106,243,407954264
74,8138,243,407954264
5,8241,243,407954264
106,8562,243,407954264
107,8713,243,407954264
20,8804,243,407954264
74,11873,532,407954274
28,11902,532,407954274
92,12039,532,407954274
90,12105,532,407954274
32,12346,532,407954274
5,12385,532,407954274
106,12389,532,407954274
63,12431,532,407954274
27,12475,532,407954274
20,12634,532,407954274
74,4160,802,407954900
63,4232,802,407954900
32,4286,802,407954900
90,4290,802,407954900
20,4605,802,407954900
5,4634,802,407954900
33,4755,802,407954900
106,5213,802,407954900
24,6930,802,407955247
183,6930,802,407955247
74,6941,802,407955247
63,7062,802,407955247
90,7165,802,407955247
28,7195,802,407955247
92,7198,802,407955247
33,7547,802,407955247
20,7556,802,407955247
32,8265,802,407955247
74,14997,757,407956481
63,14997,757,407956481
32,15600,757,407956481
106,15607,757,407956481
28,15676,757,407956481
92,15691,757,407956481
20,15730,757,407956481
5,16294,757,407956481
360,51020,243,407956677
32,51664,243,407956677
90,52467,243,407956677
63,52582,243,407956677
27,53005,243,407956677
106,53201,243,407956677
74,53225,243,407956677
5,53361,243,407956677
107,54197,243,407956677
90,51178,532,407956685
74,51238,532,407956685
123,51468,532,407956685
32,51769,532,407956685
106,52490,532,407956685
27,52496,532,407956685
63,52506,532,407956685
5,52596,532,407956685
32,52623,238,407956849
63,52719,238,407956849
106,53029,238,407956849
90,54850,238,407956849
27,54968,238,407956849
106,52873,238,407956851
63,52878,238,407956851
32,52991,238,407956851
90,54690,238,407956851
27,54941,238,407956851
32,37343,757,407958028
90,37462,757,407958028
74,37474,757,407958028
28,37600,757,407958028
92,37660,757,407958028
20,37702,757,407958028
106,40699,757,407958028
5,41680,757,407958028
27,41828,757,407958028
360,21020,243,407958866
32,21420,243,407958866
63,21654,243,407958866
27,21784,243,407958866
106,21917,243,407958866
74,21927,243,407958866
5,21949,243,407958866
20,22910,243,407958866
107,23854,243,407958866
32,23115,532,407958878
74,23312,532,407958878
106,23494,532,407958878
27,23540,532,407958878
5,23549,532,407958878
20,24504,532,407958878
74,25168,532,407958892
32,25249,532,407958892
106,25513,532,407958892
27,25521,532,407958892
5,25626,532,407958892
63,25834,532,407958892
20,26418,532,407958892
63,10198,533,407959805
90,10267,533,407959805
74,10412,533,407959805
5,10450,533,407959805
32,10458,533,407959805
20,10498,533,407959805
219,10698,533,407959805
33,14841,533,407959805
106,16712,533,407959805
24,12560,802,407960554
90,12748,802,407960554
32,12837,802,407960554
28,12884,802,407960554
92,12904,802,407960554
63,12914,802,407960554
5,13244,802,407960554
20,13337,802,407960554
33,13373,802,407960554
106,13902,802,407960554
90,12234,532,407961166
28,12270,532,407961166
92,12390,532,407961166
74,12480,532,407961166
63,12549,532,407961166
27,12705,532,407961166
32,12720,532,407961166
5,12789,532,407961166
106,12799,532,407961166
20,13009,532,407961166
131,39098,7359,693,407962342
74,40945,693,407962342
63,41000,693,407962342
32,41559,693,407962342
28,41924,693,407962342
106,42056,693,407962342
20,42061,693,407962342
90,42566,693,407962342
107,42568,693,407962342
60,43981,693,407962342
33,53075,693,407962342
106,43188,127,407962343
32,43425,127,407962343
74,43648,127,407962343
28,43648,127,407962343
63,43844,127,407962343
90,44126,127,407962343
20,44262,127,407962343
107,45644,127,407962343
60,48791,127,407962343
33,53075,127,407962343
106,43188,127,407962345
32,43425,127,407962345
74,43648,127,407962345
28,43648,127,407962345
63,43844,127,407962345
90,44126,127,407962345
20,44262,127,407962345
107,45644,127,407962345
60,48791,127,407962345
33,53075,127,407962345
90,39909,533,407963681
63,40174,533,407963681
74,40611,533,407963681
32,40625,533,407963681
5,40830,533,407963681
20,40854,533,407963681
219,41272,533,407963681
33,63173,533,407963681
360,8085,243,407965277
32,8185,243,407965277
90,8259,243,407965277
63,8319,243,407965277
27,8340,243,407965277
74,8370,243,407965277
5,8475,243,407965277
106,8770,243,407965277
107,8925,243,407965277
20,9036,243,407965277
110,12765,163,407965279
74,12855,163,407965279
90,13158,163,407965279
27,13281,163,407965279
28,13410,163,407965279
5,13500,163,407965279
20,13562,163,407965279
63,13665,163,407965279
106,14999,163,407965279
363,15102,163,407965279
81,15855,163,407965279
32,16711,163,407965279
74,9450,802,407965281
24,9450,802,407965281
32,9691,802,407965281
28,9738,802,407965281
63,9747,802,407965281
92,9750,802,407965281
90,10077,802,407965281
27,10182,802,407965281
20,10192,802,407965281
5,10332,802,407965281
33,10332,802,407965281
106,11433,802,407965281
74,9450,802,407965283
24,9450,802,407965283
32,9691,802,407965283
28,9738,802,407965283
63,9747,802,407965283
92,9750,802,407965283
90,10077,802,407965283
27,10182,802,407965283
20,10192,802,407965283
5,10332,802,407965283
33,10332,802,407965283
106,11433,802,407965283
24,12540,802,407965285
32,12838,802,407965285
28,12894,802,407965285
92,12903,802,407965285
63,12915,802,407965285
74,13007,802,407965285
90,13248,802,407965285
27,13347,802,407965285
20,13404,802,407965285
33,13422,802,407965285
5,13500,802,407965285
106,14725,802,407965285
74,11228,532,407965293
28,11274,532,407965293
92,11412,532,407965293
90,11472,532,407965293
27,11649,532,407965293
32,11705,532,407965293
106,11726,532,407965293
63,11775,532,407965293
20,11992,532,407965293
363,13614,532,407965293
5,15114,532,407965293
110,9290,163,407966402
74,9410,163,407966402
90,9526,163,407966402
28,9842,163,407966402
5,9952,163,407966402
63,10002,163,407966402
20,10037,163,407966402
106,11524,163,407966402
110,11885,163,407966562
90,12298,163,407966562
74,12406,163,407966562
28,12408,163,407966562
5,12460,163,407966562
20,12479,163,407966562
63,12666,163,407966562
106,12946,163,407966562
24,4060,802,407966573
183,4060,802,407966573
74,4061,802,407966573
63,4130,802,407966573
32,4163,802,407966573
90,4188,802,407966573
92,4206,802,407966573
28,4207,802,407966573
33,4356,802,407966573
20,4449,802,407966573
5,4531,802,407966573
28,27394,532,407967709
74,27402,532,407967709
92,27585,532,407967709
90,27604,532,407967709
32,28070,532,407967709
5,28197,532,407967709
20,28325,532,407967709
106,28389,532,407967709
63,28458,532,407967709
32,20349,757,407968720
90,20388,757,407968720
74,20403,757,407968720
28,20466,757,407968720
92,20494,757,407968720
20,20540,757,407968720
27,21334,757,407968720
106,22865,757,407968720
360,9300,243,407969901
90,9454,243,407969901
32,9558,243,407969901
63,9574,243,407969901
74,9633,243,407969901
106,9740,243,407969901
5,9746,243,407969901
107,9904,243,407969901
20,10382,243,407969901
74,9592,243,407969903
90,9662,243,407969903
5,9806,243,407969903
63,9837,243,407969903
32,9846,243,407969903
106,9936,243,407969903
20,10245,243,407969903
28,10889,532,407969905
90,11015,532,407969905
63,11077,532,407969905
74,11137,532,407969905
5,11376,532,407969905
32,11385,532,407969905
106,11404,532,407969905
20,11548,532,407969905
74,11406,532,407969907
90,11445,532,407969907
32,11511,532,407969907
5,11586,532,407969907
106,11612,532,407969907
63,11644,532,407969907
20,12067,532,407969907
63,34125,757,407970861
32,34558,757,407970861
90,34618,757,407970861
106,34647,757,407970861
74,34665,757,407970861
28,34755,757,407970861
20,34838,757,407970861
5,35940,757,407970861
27,36093,757,407970861
218,36124,757,407970861
183,14035,532,407972175
90,14142,532,407972175
74,14144,532,407972175
28,14153,532,407972175
63,14158,532,407972175
92,14227,532,407972175
32,14463,532,407972175
20,14472,532,407972175
106,14547,532,407972175
60,15313,532,407972175
33,16902,532,407972175
680,172,13,407972856
32,15034,13,407972856
63,15204,13,407972856
107,15321,13,407972856
90,15578,13,407972856
20,15832,13,407972856
183,15875,13,407972856
60,16142,13,407972856
5,3175,163,407973223
28,3198,163,407973223
63,3218,163,407973223
32,3676,163,407973223
363,3799,163,407973223
20,3846,163,407973223
106,4718,163,407973223
110,2990,163,407973223
90,3138,163,407973223
110,2990,163,407973225
90,3138,163,407973225
5,3175,163,407973225
28,3198,163,407973225
63,3218,163,407973225
32,3676,163,407973225
363,3799,163,407973225
20,3846,163,407973225
106,4718,163,407973225
110,3390,163,407973227
